id_usuario,fechas_de_nacimiento,ciudad,nivel_educativo,Sueldo
98764,1989-09-15 05:00:00,Santiago,Profesional - Licenciatura,287014
98765,1987-09-23 05:00:00,Santiago,Profesional - Licenciatura,326507
98767,1981-02-03 05:00:00,Santiago,Tecnico Universitario,143213
98769,1966-12-27 05:00:00,Santiago,Tecnico Universitario,126893
98770,1989-01-18 05:00:00,Santiago,Profesional - Licenciatura,271227
98771,1972-03-27 05:00:00,Santiago,Bachillerato - Secundaria,166719
98772,1969-03-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,182861
98774,1969-09-30 05:00:00,Santiago,Tecnico Universitario,309667
98775,1988-01-24 05:00:00,Santiago,Profesional - Licenciatura,334803
98776,1973-05-27 05:00:00,Santiago,Maestria,192577
98777,1988-08-27 05:00:00,Santiago,Profesional - Licenciatura,222185
98778,1967-12-14 05:00:00,Santiago,Profesional - Licenciatura,130787
98779,1993-11-30 05:00:00,Santiago,Profesional - Licenciatura,205516
98780,1978-04-30 05:00:00,Santiago,Profesional - Licenciatura,338054
98781,1991-12-19 05:00:00,Santiago,Profesional - Licenciatura,142913
98782,1990-06-02 05:00:00,Santiago,Profesional - Licenciatura,131237
98784,1973-11-19 05:00:00,Santiago,Especializacion - Postgrado,100085
98787,1992-10-25 05:00:00,Santiago,Profesional - Licenciatura,295351
98790,2020-04-06 05:00:00,Santiago,Profesional - Licenciatura,119104
98791,1993-11-11 05:00:00,Santiago,Profesional - Licenciatura,124512
98793,1968-11-12 05:00:00,Santiago,Profesional - Licenciatura,219788
98796,1960-10-31 05:00:00,Santiago,Profesional - Licenciatura,70939
98797,1986-10-06 05:00:00,Santiago,Especializacion - Postgrado,264173
98799,1985-08-30 05:00:00,Santiago,Profesional - Licenciatura,177043
98800,1984-08-27 05:00:00,Santiago,Maestria,169576
98802,1990-03-06 05:00:00,Santiago,Primaria,200530
98803,1974-01-01 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,320364
98804,1987-08-31 05:00:00,Santiago,Especializacion - Postgrado,286608
98806,1991-06-17 05:00:00,Santiago,Profesional - Licenciatura,259662
98807,1978-04-22 05:00:00,Santiago,Bachillerato - Secundaria,172920
98809,1983-01-24 05:00:00,Santiago,Profesional - Licenciatura,261606
98810,1994-04-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,206364
98811,1979-03-27 05:00:00,Santiago,Profesional - Licenciatura,336008
98812,1973-11-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,103494
98814,1986-10-13 05:00:00,Santiago,Especializacion - Postgrado,183902
98815,1980-03-04 05:00:00,Santiago,Profesional - Licenciatura,302046
98817,1982-09-04 05:00:00,Santiago,Especializacion - Postgrado,200079
98819,1981-02-11 05:00:00,Santiago,Profesional - Licenciatura,268650
98821,1972-07-21 05:00:00,Santiago,Profesional - Licenciatura,306679
98822,1987-05-31 05:00:00,Santiago,Profesional - Licenciatura,299949
98824,2020-06-13 05:00:00,Santiago,Profesional - Licenciatura,268542
98825,1971-12-12 05:00:00,Santiago,Tecnico Universitario,297904
98826,1991-01-05 05:00:00,Santiago,Profesional - Licenciatura,185350
98827,1982-11-10 05:00:00,Santiago,Profesional - Licenciatura,295940
98829,1992-02-24 05:00:00,Santiago,Profesional - Licenciatura,158030
98830,1976-09-18 05:00:00,Santiago,Maestria,348490
98831,1982-08-06 05:00:00,Santiago,Profesional - Licenciatura,303228
98832,1967-09-28 05:00:00,Santiago,Profesional - Licenciatura,146934
98834,1989-08-31 05:00:00,Santiago,Especializacion - Postgrado,220113
98835,1981-12-07 05:00:00,Santiago,Tecnico Universitario,123064
98836,1978-09-17 05:00:00,Santiago,Profesional - Licenciatura,189503
98837,1986-12-22 05:00:00,Santiago,Especializacion - Postgrado,276501
98838,2020-09-28 05:00:00,Santiago,Profesional - Licenciatura,143262
98839,1978-06-08 05:00:00,Santiago,Profesional - Licenciatura,331745
98840,1988-01-25 05:00:00,Santiago,Tecnico Universitario,89190
98842,1978-05-01 05:00:00,Santiago,Tecnico Universitario,173185
98844,1980-09-12 05:00:00,Santiago,Profesional - Licenciatura,219623
98845,1981-03-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,178587
98846,1987-07-13 05:00:00,Santiago,Tecnico Universitario,285986
98847,1962-03-03 05:00:00,Santiago,Tecnico Universitario,316182
98848,1974-02-06 05:00:00,Santiago,Especializacion - Postgrado,287533
98850,1983-01-18 05:00:00,Santiago,Profesional - Licenciatura,92593
98852,1983-04-19 05:00:00,Santiago,Profesional - Licenciatura,172625
98853,1978-03-03 05:00:00,Santiago,Maestria,279594
98854,1991-04-09 05:00:00,Santiago,Profesional - Licenciatura,215937
98856,1984-11-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,334652
98857,1988-08-03 05:00:00,Santiago,Tecnico Universitario,263840
98859,1989-10-30 05:00:00,Santiago,Profesional - Licenciatura,141652
98860,1973-03-23 05:00:00,Santiago,Profesional - Licenciatura,105492
98861,1983-12-21 05:00:00,Santiago,Especializacion - Postgrado,68023
98862,1987-08-20 05:00:00,Santiago,Profesional - Licenciatura,344383
98864,1992-10-07 05:00:00,Santiago,Profesional - Licenciatura,346056
98865,1994-02-11 05:00:00,Santiago,Profesional - Licenciatura,90094
98866,1974-02-09 05:00:00,Santiago,Tecnico Universitario,282587
98867,1982-02-24 05:00:00,Santiago,Profesional - Licenciatura,104906
98870,1987-06-28 05:00:00,Santiago,Profesional - Licenciatura,82986
98871,1965-11-05 05:00:00,Santiago,Tecnico Universitario,308524
98872,1991-01-27 05:00:00,Santiago,Profesional - Licenciatura,260598
98873,1977-07-09 05:00:00,Santiago,Profesional - Licenciatura,185927
98874,1972-05-15 05:00:00,Santiago,Maestria,98069
98876,1987-05-05 05:00:00,Santiago,Profesional - Licenciatura,237481
98879,1987-07-30 05:00:00,Santiago,Profesional - Licenciatura,271052
98881,1980-04-14 05:00:00,Santiago,Profesional - Licenciatura,168945
98882,1980-08-27 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,268959
98885,1978-04-02 05:00:00,Santiago,Profesional - Licenciatura,219679
98886,1975-05-20 05:00:00,Santiago,Profesional - Licenciatura,106952
98888,1981-12-09 05:00:00,Santiago,Profesional - Licenciatura,146993
98889,1988-10-03 05:00:00,Santiago,Tecnico Universitario,319154
98890,1985-08-12 05:00:00,Santiago,Profesional - Licenciatura,86717
98891,1079-12-27 05:00:00,Santiago,Doctorado,98810
98892,1987-03-23 05:00:00,Santiago,Profesional - Licenciatura,276746
98893,1981-01-14 05:00:00,Santiago,Bachillerato - Secundaria,339177
98894,1980-05-16 05:00:00,Santiago,Maestria,201673
98895,1978-06-22 05:00:00,Santiago,Profesional - Licenciatura,178637
98896,1972-12-09 05:00:00,Santiago,Profesional - Licenciatura,93179
98897,1983-07-26 05:00:00,Santiago,Profesional - Licenciatura,225431
98898,1995-06-05 05:00:00,Santiago,Profesional - Licenciatura,226156
98900,1992-12-13 05:00:00,Santiago,Profesional - Licenciatura,307467
98902,1996-04-01 05:00:00,Santiago,Profesional - Licenciatura,144677
98903,1981-03-15 05:00:00,Santiago,Profesional - Licenciatura,338501
98904,1971-06-28 05:00:00,Santiago,Bachillerato - Secundaria,313760
98905,1982-07-09 05:00:00,Santiago,Tecnico Universitario,240999
98906,1980-08-01 05:00:00,Santiago,Profesional - Licenciatura,285407
98907,1980-03-07 05:00:00,Santiago,Maestria,72886
98908,1968-02-22 05:00:00,Santiago,Profesional - Licenciatura,125461
98909,1979-07-30 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,208133
98910,1974-04-12 05:00:00,Santiago,Tecnico Universitario,138079
98912,1984-04-01 05:00:00,Santiago,Profesional - Licenciatura,243442
98913,1980-05-23 05:00:00,Santiago,Maestria,257666
98914,1995-05-24 05:00:00,Santiago,Profesional - Licenciatura,257655
98915,1965-01-16 05:00:00,Santiago,Profesional - Licenciatura,283065
98916,1965-12-13 05:00:00,Santiago,Tecnico Universitario,130580
98919,1968-01-11 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,163816
98923,1980-07-01 05:00:00,Santiago,Maestria,168316
98926,1984-12-12 05:00:00,Santiago,Tecnico Universitario,326465
98927,1978-09-16 05:00:00,Santiago,Profesional - Licenciatura,262181
98928,1992-10-14 05:00:00,Santiago,Profesional - Licenciatura,231046
98929,1956-10-30 05:00:00,Santiago,Profesional - Licenciatura,162720
98930,1979-06-05 05:00:00,Santiago,Profesional - Licenciatura,232546
98932,1978-04-06 05:00:00,Santiago,Tecnico Universitario,332553
98933,1989-04-19 05:00:00,Santiago,Profesional - Licenciatura,117654
98936,1973-04-03 05:00:00,Santiago,Profesional - Licenciatura,149454
98938,1967-12-20 05:00:00,Santiago,Profesional - Licenciatura,278445
98939,1982-08-19 05:00:00,Santiago,Profesional - Licenciatura,249184
98940,1977-06-13 05:00:00,Santiago,Profesional - Licenciatura,186867
98941,1986-01-24 05:00:00,Santiago,Profesional - Licenciatura,205359
98943,1994-12-15 05:00:00,Santiago,Profesional - Licenciatura,294256
102972,1986-05-02 05:00:00,Santiago,Profesional - Licenciatura,161091
102973,1993-07-06 05:00:00,Santiago,Profesional - Licenciatura,79995
102975,1974-02-17 05:00:00,Santiago,Especializacion - Postgrado,273162
102976,1977-03-25 05:00:00,Santiago,Profesional - Licenciatura,179988
102977,1974-12-06 05:00:00,Santiago,Profesional - Licenciatura,92887
102978,1992-04-07 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,210501
102983,1982-03-17 05:00:00,Santiago,Profesional - Licenciatura,258037
102985,1988-11-17 05:00:00,Santiago,Especializacion - Postgrado,183048
102987,1979-07-24 05:00:00,Santiago,Maestria,172054
102988,1988-06-14 05:00:00,Santiago,Profesional - Licenciatura,281686
102989,1984-06-08 05:00:00,Santiago,Profesional - Licenciatura,212211
102991,1981-12-23 05:00:00,Santiago,Bachillerato - Secundaria,302293
102992,1993-01-27 05:00:00,Santiago,Tecnico Universitario,320940
102993,1978-09-25 05:00:00,Santiago,Maestria,224476
102994,1990-03-21 05:00:00,Santiago,Profesional - Licenciatura,310320
102995,1974-02-21 05:00:00,Santiago,Profesional - Licenciatura,227182
102996,1973-03-06 05:00:00,Santiago,Profesional - Licenciatura,319499
102997,1968-09-20 05:00:00,Santiago,Tecnico Universitario,103673
102998,1959-07-14 05:00:00,Santiago,Tecnico Universitario,256953
102999,1995-06-01 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,340854
103000,1993-10-25 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,217075
103001,1977-03-03 05:00:00,Santiago,Profesional - Licenciatura,268117
103002,1979-04-22 05:00:00,Santiago,Tecnico Universitario,124478
103003,1965-10-26 05:00:00,Santiago,Bachillerato - Secundaria,307864
103004,1976-04-15 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,124086
103006,1981-07-24 05:00:00,Santiago,Profesional - Licenciatura,339953
103007,1991-06-27 05:00:00,Santiago,Profesional - Licenciatura,269803
103008,1977-04-07 05:00:00,Santiago,Profesional - Licenciatura,265487
103010,1975-10-23 05:00:00,Santiago,Profesional - Licenciatura,189233
103012,1984-03-16 05:00:00,Santiago,Profesional - Licenciatura,68719
103014,1991-11-28 05:00:00,Santiago,Profesional - Licenciatura,273257
103015,1976-10-26 05:00:00,Santiago,Profesional - Licenciatura,319289
103016,1975-11-09 05:00:00,Arica,Tecnico Universitario,115621
103017,1981-10-05 05:00:00,Santiago,Profesional - Licenciatura,124446
103019,1964-10-03 05:00:00,Santiago,Tecnico Universitario,110248
103020,1973-06-29 05:00:00,Santiago,Maestria,343270
103021,1972-04-26 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,211104
103022,1972-06-28 05:00:00,Santiago,Tecnico Universitario,104550
103024,1985-03-26 05:00:00,Santiago,Tecnico Universitario,317473
103025,1969-08-27 05:00:00,Santiago,Profesional - Licenciatura,163229
103027,1990-02-16 05:00:00,Santiago,Maestria,158767
103028,1988-01-20 05:00:00,Santiago,Especializacion - Postgrado,129926
103030,1977-10-30 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,144386
103031,1971-12-01 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,297548
103032,1966-11-13 05:00:00,Santiago,Tecnico Universitario,139176
103033,1978-04-21 05:00:00,Santiago,Tecnico Universitario,108033
103035,1973-12-05 05:00:00,Santiago,Profesional - Licenciatura,105841
103036,1973-06-18 05:00:00,Santiago,Tecnico Universitario,181731
103037,1980-04-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,222747
103039,1951-03-03 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,126520
103042,1980-11-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,300924
103043,1985-03-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,91705
103044,1970-08-09 05:00:00,Santiago,Tecnico Universitario,112900
103045,1967-09-05 05:00:00,Santiago,Tecnico Universitario,183596
103046,1973-10-22 05:00:00,Santiago,Profesional - Licenciatura,152875
103048,1988-07-28 05:00:00,Santiago,Bachillerato - Secundaria,229263
103049,1971-07-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,162909
103050,1965-09-06 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,157647
103052,1979-04-17 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,315384
103054,1981-05-12 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,325202
103056,1974-12-07 05:00:00,Santiago,Profesional - Licenciatura,281176
103057,1986-02-10 05:00:00,Santiago,Profesional - Licenciatura,287981
103058,1985-09-16 05:00:00,Santiago,Tecnico Universitario,243934
103059,1974-12-25 05:00:00,Santiago,Profesional - Licenciatura,200926
103060,1988-03-21 05:00:00,Santiago,Tecnico Universitario,82223
103061,1994-02-07 05:00:00,Santiago,Especializacion - Postgrado,125468
103064,1995-08-10 05:00:00,Santiago,Tecnico Universitario,302469
103065,1992-04-13 05:00:00,Santiago,Tecnico Universitario,212778
103066,1980-05-08 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,251070
103067,2019-05-25 05:00:00,Santiago,Primaria,289952
103069,1980-10-11 05:00:00,Santiago,Tecnico Universitario,321843
103071,1965-12-14 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,116434
103072,1980-12-24 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,268477
103073,1988-01-21 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,306326
103074,1976-08-18 05:00:00,Santiago,Tecnico Universitario,111818
103075,1989-12-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,120259
103076,1989-03-17 05:00:00,Santiago,Profesional - Licenciatura,323201
103077,1990-01-27 05:00:00,Santiago,Profesional - Licenciatura,187792
103078,1993-07-06 05:00:00,Santiago,Bachillerato - Secundaria,138077
103079,1970-09-08 05:00:00,Santiago,Bachillerato - Secundaria,274066
103080,1969-11-22 05:00:00,Santiago,Profesional - Licenciatura,205377
103081,1985-04-16 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,137032
103082,1964-03-27 05:00:00,Santiago,Profesional - Licenciatura,208733
103083,1992-12-21 05:00:00,Santiago,Bachillerato - Secundaria,317344
103085,1976-10-24 05:00:00,Santiago,Profesional - Licenciatura,207707
103086,1991-01-07 05:00:00,Santiago,Profesional - Licenciatura,230798
103089,1970-10-24 05:00:00,Santiago,Bachillerato - Secundaria,165509
103090,1982-07-23 05:00:00,Santiago,Profesional - Licenciatura,164231
103092,1980-05-05 05:00:00,Santiago,Profesional - Licenciatura,166568
103093,1970-05-08 05:00:00,Santiago,Profesional - Licenciatura,294922
103094,1971-01-02 05:00:00,Santiago,Tecnico Universitario,188573
103097,1974-12-28 05:00:00,Santiago,Profesional - Licenciatura,301311
103098,1977-10-23 05:00:00,Santiago,Tecnico Universitario,194861
103100,1982-11-07 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,104626
103101,1982-08-14 05:00:00,Santiago,Profesional - Licenciatura,193480
103102,1975-04-29 05:00:00,Santiago,Tecnico Universitario,167723
103103,1968-02-25 05:00:00,Santiago,Profesional - Licenciatura,302314
103104,1964-10-06 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,245079
103106,1967-11-21 05:00:00,Santiago,Tecnico Universitario,131727
103108,1984-12-29 05:00:00,Santiago,Tecnico Universitario,91657
103109,1979-10-10 05:00:00,Santiago,Profesional - Licenciatura,284971
103111,1981-02-07 05:00:00,Santiago,Profesional - Licenciatura,83377
103112,1988-10-26 05:00:00,Santiago,Profesional - Licenciatura,220765
103113,1974-08-29 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,187112
103114,1957-10-11 05:00:00,Santiago,Tecnico Universitario,108682
103116,1978-01-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,97474
103117,1980-04-24 05:00:00,Santiago,Bachillerato - Secundaria,99200
103119,1972-06-02 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,74582
103120,1980-04-05 05:00:00,Santiago,Profesional - Licenciatura,266355
103121,1986-12-18 05:00:00,Santiago,Profesional - Licenciatura,265385
103122,1992-07-02 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,293905
103123,1973-12-26 05:00:00,Santiago,Tecnico Universitario,99214
103125,1995-10-16 05:00:00,Santiago,Profesional - Licenciatura,233962
103128,1973-10-23 05:00:00,Santiago,Profesional - Licenciatura,342083
103129,1962-10-17 05:00:00,Santiago,Tecnico Universitario,288181
103130,1993-05-26 05:00:00,Santiago,Tecnico Universitario,272931
103131,1991-03-17 05:00:00,Santiago,Profesional - Licenciatura,237165
103135,1977-09-09 05:00:00,Santiago,Tecnico Universitario,348150
103136,1974-08-23 05:00:00,Santiago,Profesional - Licenciatura,336470
103142,1983-09-13 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,290512
103143,1978-10-05 05:00:00,Santiago,Profesional - Licenciatura,93516
103144,1985-11-27 05:00:00,Santiago,Profesional - Licenciatura,299538
103145,1988-06-03 05:00:00,Santiago,Tecnico Universitario,324007
103146,1973-04-05 05:00:00,Santiago,Especializacion - Postgrado,271989
103152,1977-09-17 05:00:00,Santiago,Tecnico Universitario,343299
103154,1978-05-21 05:00:00,Santiago,Profesional - Licenciatura,259818
103156,1983-11-23 05:00:00,Santiago,Tecnico Universitario,182084
103157,1977-08-05 05:00:00,Santiago,Profesional - Licenciatura,82605
103159,2021-03-14 05:00:00,Santiago,Profesional - Licenciatura,131877
104134,1974-01-24 05:00:00,Santiago,Tecnico Universitario,146819
104135,1982-10-24 05:00:00,Santiago,Profesional - Licenciatura,338561
105692,1985-01-29 05:00:00,Santiago,Profesional - Licenciatura,200968
105694,1989-01-04 05:00:00,Santiago,Tecnico Universitario,326097
105695,1976-04-04 05:00:00,Santiago,Profesional - Licenciatura,75018
105696,1973-09-27 05:00:00,Santiago,Profesional - Licenciatura,262262
105702,1994-05-11 05:00:00,Santiago,Profesional - Licenciatura,100751
105703,1992-07-22 05:00:00,Santiago,Profesional - Licenciatura,226597
105705,1967-11-14 05:00:00,Santiago,Especializacion - Postgrado,206966
105706,1992-04-25 05:00:00,Santiago,Profesional - Licenciatura,219094
105708,1990-07-31 05:00:00,Santiago,Profesional - Licenciatura,256263
105709,1974-05-14 05:00:00,Santiago,Profesional - Licenciatura,202352
105711,1979-11-18 05:00:00,Santiago,Tecnico Universitario,316894
148424,1978-06-22 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,81296
148426,1966-02-18 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,232139
148427,1964-12-28 05:00:00,Santiago,Tecnico Universitario,333084
148430,1970-10-07 05:00:00,Santiago,Tecnico Universitario,228975
148433,1967-10-03 05:00:00,Santiago,Tecnico Universitario,173995
148434,1973-02-13 05:00:00,Santiago,Tecnico Universitario,161505
148439,1968-06-08 05:00:00,Santiago,Profesional - Licenciatura,231167
148441,1972-07-14 05:00:00,Santiago,Profesional - Licenciatura,260832
148444,1975-01-11 05:00:00,Santiago,Profesional - Licenciatura,290541
148445,1980-10-31 05:00:00,Santiago,Profesional - Licenciatura,137235
148450,1966-02-27 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,145343
148451,1971-12-21 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,253573
148453,1976-11-13 05:00:00,Santiago,Profesional - Licenciatura,95328
148454,1971-01-11 05:00:00,Santiago,Profesional - Licenciatura,234381
148456,1967-02-25 05:00:00,Santiago,Especializacion - Postgrado,94812
148460,1965-07-20 05:00:00,Santiago,Tecnico Universitario,78633
148461,1968-12-30 05:00:00,Santiago,Profesional - Licenciatura,238563
148462,1967-01-21 05:00:00,Santiago,Especializacion - Postgrado,158123
148463,1971-12-04 05:00:00,Santiago,Profesional - Licenciatura,76969
148465,1970-04-24 05:00:00,Santiago,Tecnico Universitario,221186
148466,1969-05-19 05:00:00,Santiago,Tecnico Universitario,133757
148470,1966-04-20 05:00:00,Santiago,Tecnico Universitario,287023
148472,1970-05-31 05:00:00,Santiago,Profesional - Licenciatura,117346
148475,1970-12-23 05:00:00,Santiago,Tecnico Universitario,87142
148477,1974-01-24 05:00:00,Santiago,Especializacion - Postgrado,117361
148478,1981-03-14 05:00:00,Santiago,Profesional - Licenciatura,88113
148479,1970-08-16 05:00:00,Santiago,Profesional - Licenciatura,71977
148482,1972-12-28 05:00:00,Santiago,Profesional - Licenciatura,99213
148486,1963-11-15 05:00:00,Santiago,Tecnico Universitario,342336
148488,1972-11-07 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,98881
148489,1976-11-09 05:00:00,Santiago,Profesional - Licenciatura,223371
148490,1981-07-03 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,164580
148491,1967-03-02 05:00:00,Santiago,Tecnico Universitario,232842
148493,1968-06-20 05:00:00,Santiago,Bachillerato - Secundaria,336829
148497,1973-07-08 05:00:00,Santiago,Profesional - Licenciatura,124119
148498,1977-09-29 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,225125
148499,1967-09-23 05:00:00,Santiago,Tecnico Universitario,105527
148501,1972-12-27 05:00:00,Santiago,Profesional - Licenciatura,284727
148503,1968-09-29 05:00:00,Santiago,Profesional - Licenciatura,344414
148507,1968-10-27 05:00:00,Santiago,Bachillerato - Secundaria,69686
148511,1975-09-06 05:00:00,Santiago,Profesional - Licenciatura,85170
148513,1978-06-23 05:00:00,Santiago,Profesional - Licenciatura,313298
148514,1977-09-05 05:00:00,Santiago,Profesional - Licenciatura,193084
148516,1973-11-06 05:00:00,Santiago,Maestria,265105
148519,1967-11-14 05:00:00,Santiago,Profesional - Licenciatura,259936
148520,1967-09-15 05:00:00,Santiago,Profesional - Licenciatura,83284
148521,1968-09-06 05:00:00,Santiago,Bachillerato - Secundaria,262607
148525,1968-02-02 05:00:00,Santiago,Primaria,192837
148527,1969-08-26 05:00:00,Santiago,Profesional - Licenciatura,290246
148529,1969-03-27 05:00:00,Santiago,Tecnico Universitario,128464
148530,1969-04-05 05:00:00,Santiago,Profesional - Licenciatura,174305
148534,1969-05-29 05:00:00,Santiago,Bachillerato - Secundaria,98333
148536,1969-11-24 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,101546
148543,1970-06-09 05:00:00,Santiago,Profesional - Licenciatura,269380
148545,1971-09-13 05:00:00,Santiago,Profesional - Licenciatura,338827
148548,1971-06-20 05:00:00,Santiago,Tecnico Universitario,263887
148551,1971-10-17 05:00:00,Santiago,Maestria,278414
148552,1971-04-22 05:00:00,Santiago,Profesional - Licenciatura,238600
148559,1971-10-26 05:00:00,Santiago,Especializacion - Postgrado,212846
148561,1970-08-16 05:00:00,Santiago,Bachillerato - Secundaria,331607
148565,1972-02-20 05:00:00,Santiago,Profesional - Licenciatura,287510
148571,1975-04-26 05:00:00,Santiago,Profesional - Licenciatura,327284
148572,1971-01-19 05:00:00,Santiago,Profesional - Licenciatura,87857
148576,1974-01-02 05:00:00,Santiago,Tecnico Universitario,333129
148581,1981-10-18 05:00:00,Santiago,Profesional - Licenciatura,286620
148583,1981-10-27 05:00:00,Santiago,Profesional - Licenciatura,209504
148584,1976-01-31 05:00:00,Santiago,Especializacion - Postgrado,232920
148586,1969-03-26 05:00:00,Santiago,Primaria,348039
148590,1975-03-02 05:00:00,Santiago,Tecnico Universitario,141896
148591,1974-07-14 05:00:00,Santiago,Profesional - Licenciatura,127103
148595,1972-03-12 05:00:00,Santiago,Tecnico Universitario,162817
148600,1972-02-13 05:00:00,Santiago,Profesional - Licenciatura,348978
148601,1972-09-23 05:00:00,Santiago,Profesional - Licenciatura,258263
148605,1972-05-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,284193
148606,1972-11-02 05:00:00,Santiago,Tecnico Universitario,178004
148608,1972-01-25 05:00:00,Santiago,Tecnico Universitario,157997
148610,1973-09-11 05:00:00,Santiago,Tecnico Universitario,196072
148613,1973-02-25 05:00:00,Santiago,Profesional - Licenciatura,278931
148615,1973-01-31 05:00:00,Santiago,Profesional - Licenciatura,322430
148616,1973-06-28 05:00:00,Santiago,Profesional - Licenciatura,317438
148617,1972-12-31 05:00:00,Santiago,Tecnico Universitario,309406
148618,1973-09-19 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,71481
148619,1973-09-26 05:00:00,Santiago,Profesional - Licenciatura,285437
148620,1073-07-29 05:00:00,Santiago,Especializacion - Postgrado,240708
148623,1973-08-28 05:00:00,Santiago,Maestria,205390
148625,1973-07-13 05:00:00,Santiago,Especializacion - Postgrado,272625
148626,1972-12-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,298821
148628,1973-08-16 05:00:00,Santiago,Profesional - Licenciatura,225527
148631,1973-07-14 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,252227
148633,1973-09-09 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,160265
148636,1973-11-27 05:00:00,Santiago,Tecnico Universitario,259012
148637,1973-04-28 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,336174
148640,1973-05-29 05:00:00,Santiago,Tecnico Universitario,322779
148643,1972-12-06 05:00:00,Santiago,Profesional - Licenciatura,232981
148644,1973-06-26 05:00:00,Santiago,Especializacion - Postgrado,157100
148645,1973-11-02 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,266719
148650,1974-07-20 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,89049
148651,1974-10-25 05:00:00,Santiago,Profesional - Licenciatura,145194
148652,1974-11-20 05:00:00,Santiago,Especializacion - Postgrado,342716
148654,1976-11-24 05:00:00,Santiago,Profesional - Licenciatura,153403
148657,1974-05-08 05:00:00,Santiago,Profesional - Licenciatura,340600
148660,1973-03-12 05:00:00,Santiago,Profesional - Licenciatura,221370
148662,1974-03-08 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,339649
148663,1974-01-26 05:00:00,Santiago,Maestria,217548
148666,1974-03-29 05:00:00,Santiago,Profesional - Licenciatura,234171
148667,1975-07-08 05:00:00,Santiago,Profesional - Licenciatura,164401
148668,1974-01-25 05:00:00,Santiago,Tecnico - Preparatoria - T. Profesional,276685
148672,1973-12-08 05:00:00,Santiago,Bachillerato - Secundaria,316575
148674,1974-05-12 05:00:00,Santiago,Profesional - Licenciatura,263028
148676,1975-04-10 05:00:00,Santiago,Profesional - Licenciatura,198675
148677,1975-08-03 05:00:00,Santiago,Profesional - Licenciatura,191283
148679,1975-11-09 05:00:00,Santiago,Bachillerato - Secundaria,129979
148681,1972-10-30 05:00:00,Santiago,Especializacion - Postgrado,258223
148682,1975-01-07 05:00:00,Santiago,Profesional - Licenciatura,199086
